Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Antigua and Barbuda,ATG,2021-03-19,26.22,
Antigua and Barbuda,ATG,2021-03-25,26.98,
Antigua and Barbuda,ATG,2021-03-31,27.4,
Antigua and Barbuda,ATG,2021-04-03,27.6,
Antigua and Barbuda,ATG,2021-04-14,28.18,
Antigua and Barbuda,ATG,2021-04-16,29.02,
Antigua and Barbuda,ATG,2021-04-17,29.24,
Antigua and Barbuda,ATG,2021-04-22,30.38,
Argentina,ARG,2021-01-20,0.54,
Argentina,ARG,2021-01-21,0.55,
Argentina,ARG,2021-01-22,0.56,
Argentina,ARG,2021-01-23,0.57,
Argentina,ARG,2021-01-24,0.58,
Argentina,ARG,2021-01-25,0.58,
Argentina,ARG,2021-01-26,0.59,
Argentina,ARG,2021-01-27,0.6,
Argentina,ARG,2021-01-28,0.61,
Argentina,ARG,2021-01-29,0.62,
Argentina,ARG,2021-01-30,0.62,
Argentina,ARG,2021-02-01,0.62,
Argentina,ARG,2021-02-03,0.63,
Argentina,ARG,2021-02-04,0.66,
Argentina,ARG,2021-02-06,0.68,
Argentina,ARG,2021-02-07,0.71,
Argentina,ARG,2021-02-08,0.71,
Argentina,ARG,2021-02-09,0.71,
Argentina,ARG,2021-02-10,0.75,
Argentina,ARG,2021-02-11,0.8,
Argentina,ARG,2021-02-12,0.81,
Argentina,ARG,2021-02-13,0.82,
Argentina,ARG,2021-02-14,0.82,
Argentina,ARG,2021-02-15,0.82,
Argentina,ARG,2021-02-16,0.83,
Argentina,ARG,2021-02-17,0.83,
Argentina,ARG,2021-02-18,0.87,
Argentina,ARG,2021-02-19,0.92,
Argentina,ARG,2021-02-20,0.99,
Argentina,ARG,2021-02-21,1.01,
Argentina,ARG,2021-02-22,1.02,
Argentina,ARG,2021-02-23,1.07,
Argentina,ARG,2021-02-24,1.14,
Argentina,ARG,2021-02-25,1.24,
Argentina,ARG,2021-02-26,1.37,
Argentina,ARG,2021-02-27,1.54,
Argentina,ARG,2021-02-28,1.62,
Argentina,ARG,2021-03-01,1.67,
Argentina,ARG,2021-03-02,1.82,
Argentina,ARG,2021-03-03,1.94,
Argentina,ARG,2021-03-04,2.08,
Argentina,ARG,2021-03-05,2.28,
Argentina,ARG,2021-03-07,2.62,
Argentina,ARG,2021-03-08,2.66,
Argentina,ARG,2021-03-09,2.88,
Argentina,ARG,2021-03-10,3.15,
Argentina,ARG,2021-03-11,3.46,
Argentina,ARG,2021-03-12,3.8,
Argentina,ARG,2021-03-13,4.15,
Argentina,ARG,2021-03-14,4.28,
Argentina,ARG,2021-03-15,4.32,
Argentina,ARG,2021-03-16,4.57,
Argentina,ARG,2021-03-17,4.8,
Argentina,ARG,2021-03-18,5.07,
Argentina,ARG,2021-03-19,5.27,
Argentina,ARG,2021-03-20,5.47,
Argentina,ARG,2021-03-21,5.56,
Argentina,ARG,2021-03-22,5.61,
Argentina,ARG,2021-03-23,5.79,
Argentina,ARG,2021-03-24,5.96,
Argentina,ARG,2021-03-25,6.04,
Argentina,ARG,2021-03-26,6.25,
Argentina,ARG,2021-03-27,6.44,
Argentina,ARG,2021-03-28,6.55,
Argentina,ARG,2021-03-29,6.59,
Argentina,ARG,2021-03-30,6.8,
Argentina,ARG,2021-03-31,7.11,
Argentina,ARG,2021-04-01,7.4,
Argentina,ARG,2021-04-02,7.61,
Argentina,ARG,2021-04-03,7.73,
Argentina,ARG,2021-04-04,7.86,
Argentina,ARG,2021-04-05,7.91,
Argentina,ARG,2021-04-06,8.21,
Argentina,ARG,2021-04-07,8.56,
Argentina,ARG,2021-04-08,8.99,
Argentina,ARG,2021-04-09,9.39,
Argentina,ARG,2021-04-10,9.91,
Argentina,ARG,2021-04-11,10.15,
Argentina,ARG,2021-04-12,10.31,
Argentina,ARG,2021-04-13,10.7,
Argentina,ARG,2021-04-14,11.06,
Argentina,ARG,2021-04-15,11.42,
Argentina,ARG,2021-04-16,11.74,
Argentina,ARG,2021-04-17,12.02,
Argentina,ARG,2021-04-18,12.15,
Argentina,ARG,2021-04-19,12.25,
Argentina,ARG,2021-04-20,12.44,
Argentina,ARG,2021-04-21,12.66,
Argentina,ARG,2021-04-22,12.95,
Argentina,ARG,2021-04-23,13.18,
Argentina,ARG,2021-04-24,13.61,
Argentina,ARG,2021-04-25,13.86,
Argentina,ARG,2021-04-26,14.03,
Argentina,ARG,2021-04-27,14.4,
Argentina,ARG,2021-04-28,14.76,
Argentina,ARG,2021-04-29,15.06,
Argentina,ARG,2021-04-30,15.33,
Argentina,ARG,2021-05-01,15.49,
Argentina,ARG,2021-05-02,15.54,
Argentina,ARG,2021-05-03,15.6,
Argentina,ARG,2021-05-04,15.82,
Argentina,ARG,2021-05-05,16.07,
Argentina,ARG,2021-05-06,16.37,
Argentina,ARG,2021-05-07,16.72,
Armenia,ARM,2021-03-31,0.02,
Aruba,ABW,2021-03-29,14.61,
Aruba,ABW,2021-04-10,27.35,
Aruba,ABW,2021-04-12,29.17,
Aruba,ABW,2021-04-13,31.44,
Aruba,ABW,2021-04-14,33.77,
Aruba,ABW,2021-04-15,35.57,
Aruba,ABW,2021-04-16,37.43,
Aruba,ABW,2021-04-17,39.12,
Aruba,ABW,2021-04-18,39.19,
Aruba,ABW,2021-04-19,40.52,
Aruba,ABW,2021-04-20,41.16,
Aruba,ABW,2021-04-21,41.61,
Aruba,ABW,2021-04-22,42.24,
Aruba,ABW,2021-04-23,45.02,
Aruba,ABW,2021-04-24,46.22,
Aruba,ABW,2021-04-25,49.79,
Aruba,ABW,2021-04-26,49.87,
Aruba,ABW,2021-04-28,50.4,
Aruba,ABW,2021-04-29,50.67,
Aruba,ABW,2021-04-30,50.86,
Aruba,ABW,2021-05-03,51.15,
Aruba,ABW,2021-05-04,51.66,
Aruba,ABW,2021-05-05,51.85,
Aruba,ABW,2021-05-06,51.86,
Aruba,ABW,2021-05-07,52.1,
Asia,,2020-12-15,0,
Asia,,2020-12-19,0,
Asia,,2020-12-20,0,
Asia,,2020-12-21,0,
Asia,,2020-12-22,0,
Asia,,2020-12-23,0,
Asia,,2020-12-24,0.01,
Asia,,2020-12-25,0.01,
Asia,,2020-12-26,0.01,
Asia,,2020-12-27,0.01,
Asia,,2020-12-28,0.01,
Asia,,2020-12-29,0.02,
Asia,,2020-12-30,0.02,
Asia,,2020-12-31,0.02,
Asia,,2021-01-01,0.02,
Asia,,2021-01-02,0.03,
Asia,,2021-01-03,0.03,
Asia,,2021-01-04,0.03,
Asia,,2021-01-05,0.04,
Asia,,2021-01-06,0.04,
Asia,,2021-01-07,0.04,
Asia,,2021-01-08,0.04,
Asia,,2021-01-09,0.04,
Asia,,2021-01-10,0.06,
Asia,,2021-01-11,0.06,
Asia,,2021-01-12,0.06,
Asia,,2021-01-13,0.06,
Asia,,2021-01-14,0.07,
Asia,,2021-01-15,0.07,
Asia,,2021-01-16,0.07,
Asia,,2021-01-17,0.07,
Asia,,2021-01-18,0.08,
Asia,,2021-01-19,0.09,
Asia,,2021-01-20,0.09,
Asia,,2021-01-21,0.1,
Asia,,2021-01-22,0.11,
Asia,,2021-01-23,0.12,
Asia,,2021-01-24,0.12,
Asia,,2021-01-25,0.13,
Asia,,2021-01-26,0.13,
Asia,,2021-01-27,0.14,
Asia,,2021-01-28,0.16,
Asia,,2021-01-29,0.17,
Asia,,2021-01-30,0.18,
Asia,,2021-01-31,0.19,
Asia,,2021-02-01,0.2,
Asia,,2021-02-02,0.2,
Asia,,2021-02-03,0.21,
Asia,,2021-02-04,0.23,
Asia,,2021-02-05,0.25,
Asia,,2021-02-06,0.26,
Asia,,2021-02-07,0.26,
Asia,,2021-02-08,0.27,
Asia,,2021-02-09,0.29,
Asia,,2021-02-10,0.31,
Asia,,2021-02-11,0.32,
Asia,,2021-02-12,0.4,
Asia,,2021-02-13,0.41,
Asia,,2021-02-14,0.42,
Asia,,2021-02-15,0.45,
Asia,,2021-02-16,0.47,
Asia,,2021-02-17,0.49,
Asia,,2021-02-18,0.52,
Asia,,2021-02-19,0.54,
Asia,,2021-02-20,0.56,
Asia,,2021-02-21,0.57,
Asia,,2021-02-22,0.58,
Asia,,2021-02-23,0.66,
Asia,,2021-02-24,0.68,
Asia,,2021-02-25,0.7,
Asia,,2021-02-26,0.72,
Asia,,2021-02-27,0.73,
Asia,,2021-02-28,0.74,
Asia,,2021-03-01,0.76,
Asia,,2021-03-02,0.79,
Asia,,2021-03-03,0.83,
Asia,,2021-03-04,0.86,
Asia,,2021-03-05,0.9,
Asia,,2021-03-06,0.93,
Asia,,2021-03-07,0.94,
Asia,,2021-03-08,0.99,
Asia,,2021-03-09,1.03,
Asia,,2021-03-10,1.07,
Asia,,2021-03-11,1.1,
Asia,,2021-03-12,1.14,
Asia,,2021-03-13,1.17,
Asia,,2021-03-14,1.19,
Asia,,2021-03-15,1.26,
Asia,,2021-03-16,1.32,
Asia,,2021-03-17,1.37,
Asia,,2021-03-18,1.42,
Asia,,2021-03-19,1.51,
Asia,,2021-03-20,1.57,
Asia,,2021-03-21,1.58,
Asia,,2021-03-22,1.67,
Asia,,2021-03-23,1.74,
Asia,,2021-03-24,1.79,
Asia,,2021-03-25,1.85,
Asia,,2021-03-26,1.92,
Asia,,2021-03-27,1.97,
Asia,,2021-03-28,1.98,
Asia,,2021-03-29,2.01,
Asia,,2021-03-30,2.06,
Asia,,2021-03-31,2.15,
Asia,,2021-04-01,2.24,
Asia,,2021-04-02,2.33,
Asia,,2021-04-03,2.4,
Asia,,2021-04-04,2.48,
Asia,,2021-04-05,2.57,
Asia,,2021-04-06,2.68,
Asia,,2021-04-07,2.76,
Asia,,2021-04-08,2.86,
Asia,,2021-04-09,2.95,
Asia,,2021-04-10,3.04,
Asia,,2021-04-11,3.11,
Asia,,2021-04-12,3.2,
Asia,,2021-04-13,3.27,
Asia,,2021-04-14,3.35,
Asia,,2021-04-15,3.41,
Asia,,2021-04-16,3.47,
Asia,,2021-04-17,3.52,
Asia,,2021-04-18,3.57,
Asia,,2021-04-19,3.64,
Asia,,2021-04-20,3.69,
Asia,,2021-04-21,3.75,
Asia,,2021-04-22,3.82,
Asia,,2021-04-23,3.84,
Asia,,2021-04-24,3.85,
Asia,,2021-04-25,3.95,
Asia,,2021-04-26,4.02,
Asia,,2021-04-27,4.07,
Asia,,2021-04-28,4.14,
Asia,,2021-04-29,4.21,
Asia,,2021-04-30,4.26,
Asia,,2021-05-01,4.29,
Asia,,2021-05-02,4.3,
Asia,,2021-05-03,4.33,
Asia,,2021-05-04,4.38,
Asia,,2021-05-05,4.42,
Asia,,2021-05-06,4.48,
Asia,,2021-05-07,4.53,
Australia,AUS,2021-02-15,0,
Australia,AUS,2021-02-16,0,
Australia,AUS,2021-02-17,0,
Australia,AUS,2021-02-18,0,
Australia,AUS,2021-02-19,0,
Australia,AUS,2021-02-20,0,
Australia,AUS,2021-02-21,0,
Australia,AUS,2021-02-22,0,
Australia,AUS,2021-02-23,0.01,
Australia,AUS,2021-02-24,0.03,
Australia,AUS,2021-02-25,0.07,
Australia,AUS,2021-02-26,0.1,
Australia,AUS,2021-02-27,0.12,
Australia,AUS,2021-02-28,0.13,
Australia,AUS,2021-03-01,0.13,
Australia,AUS,2021-03-02,0.16,
Australia,AUS,2021-03-03,0.2,
Australia,AUS,2021-03-04,0.24,
Australia,AUS,2021-03-05,0.28,
Australia,AUS,2021-03-06,0.3,
Australia,AUS,2021-03-07,0.32,
Australia,AUS,2021-03-08,0.34,
Australia,AUS,2021-03-09,0.37,
Australia,AUS,2021-03-10,0.42,
Australia,AUS,2021-03-11,0.49,
Australia,AUS,2021-03-12,0.53,
Australia,AUS,2021-03-13,0.62,
Austria,AUT,2020-12-27,0.01,
Austria,AUT,2020-12-28,0.02,
Austria,AUT,2020-12-29,0.04,
Austria,AUT,2020-12-30,0.06,
Austria,AUT,2020-12-31,0.06,
Austria,AUT,2021-01-01,0.06,
Austria,AUT,2021-01-02,0.06,
Austria,AUT,2021-01-03,0.06,
Austria,AUT,2021-01-04,0.06,
Austria,AUT,2021-01-05,0.08,
Austria,AUT,2021-01-06,0.09,
Austria,AUT,2021-01-07,0.12,
Austria,AUT,2021-01-08,0.27,
Austria,AUT,2021-01-09,0.31,
Austria,AUT,2021-01-10,0.34,
Austria,AUT,2021-01-11,0.4,
Austria,AUT,2021-01-12,0.57,
Austria,AUT,2021-01-13,0.74,
Austria,AUT,2021-01-14,0.92,
Austria,AUT,2021-01-15,1.13,
Austria,AUT,2021-01-16,1.2,
Austria,AUT,2021-01-17,1.26,
Austria,AUT,2021-01-18,1.38,
Austria,AUT,2021-01-19,1.65,
Austria,AUT,2021-01-20,1.89,
Austria,AUT,2021-01-21,2.11,
Austria,AUT,2021-01-22,2.23,
Austria,AUT,2021-01-23,2.27,
Austria,AUT,2021-01-24,2.28,
Austria,AUT,2021-01-25,2.3,
Austria,AUT,2021-01-26,2.38,
Austria,AUT,2021-01-27,2.47,
Austria,AUT,2021-01-28,2.55,
Austria,AUT,2021-01-29,2.61,
Austria,AUT,2021-01-30,2.62,
Austria,AUT,2021-01-31,2.62,
Austria,AUT,2021-02-01,2.64,
Austria,AUT,2021-02-02,2.68,
Austria,AUT,2021-02-03,2.71,
Austria,AUT,2021-02-04,2.75,
Austria,AUT,2021-02-05,2.79,
Austria,AUT,2021-02-06,2.82,
Austria,AUT,2021-02-07,2.83,
Austria,AUT,2021-02-08,2.85,
Austria,AUT,2021-02-09,2.88,
Austria,AUT,2021-02-10,2.92,
Austria,AUT,2021-02-11,2.98,
Austria,AUT,2021-02-12,3.08,
Austria,AUT,2021-02-13,3.14,
Austria,AUT,2021-02-14,3.14,
Austria,AUT,2021-02-15,3.18,
Austria,AUT,2021-02-16,3.26,
Austria,AUT,2021-02-17,3.37,
Austria,AUT,2021-02-18,3.5,
Austria,AUT,2021-02-19,3.65,
Austria,AUT,2021-02-20,3.77,
Austria,AUT,2021-02-21,3.83,
Austria,AUT,2021-02-22,3.89,
Austria,AUT,2021-02-23,4,
Austria,AUT,2021-02-24,4.19,
Austria,AUT,2021-02-25,4.37,
Austria,AUT,2021-02-26,4.63,
Austria,AUT,2021-02-27,4.88,
Austria,AUT,2021-02-28,4.99,
Austria,AUT,2021-03-01,5.08,
Austria,AUT,2021-03-02,5.33,
Austria,AUT,2021-03-03,5.62,
Austria,AUT,2021-03-04,5.89,
Austria,AUT,2021-03-05,6.26,
Austria,AUT,2021-03-06,6.54,
Austria,AUT,2021-03-07,6.67,
Austria,AUT,2021-03-08,6.78,
Austria,AUT,2021-03-09,7.06,
Austria,AUT,2021-03-10,7.32,
Austria,AUT,2021-03-11,7.76,
Austria,AUT,2021-03-12,8.34,
Austria,AUT,2021-03-13,8.86,
Austria,AUT,2021-03-14,9.14,
Austria,AUT,2021-03-15,9.35,
Austria,AUT,2021-03-16,9.59,
Austria,AUT,2021-03-17,9.88,
Austria,AUT,2021-03-18,10.17,
Austria,AUT,2021-03-19,10.68,
Austria,AUT,2021-03-20,11.09,
Austria,AUT,2021-03-21,11.22,
Austria,AUT,2021-03-22,11.37,
Austria,AUT,2021-03-23,11.58,
Austria,AUT,2021-03-24,11.82,
Austria,AUT,2021-03-25,12.14,
Austria,AUT,2021-03-26,12.5,
Austria,AUT,2021-03-27,12.79,
Austria,AUT,2021-03-28,12.9,
Austria,AUT,2021-03-29,13.13,
Austria,AUT,2021-03-30,13.46,
Austria,AUT,2021-03-31,13.7,
Austria,AUT,2021-04-01,13.95,
Austria,AUT,2021-04-02,14.23,
Austria,AUT,2021-04-03,14.37,
Austria,AUT,2021-04-04,14.46,
Austria,AUT,2021-04-05,14.55,
Austria,AUT,2021-04-06,14.84,
Austria,AUT,2021-04-07,15.27,
Austria,AUT,2021-04-08,15.79,
Austria,AUT,2021-04-09,16.29,
Austria,AUT,2021-04-10,16.69,
Austria,AUT,2021-04-11,16.8,
Austria,AUT,2021-04-12,17.11,
Austria,AUT,2021-04-13,17.48,
Austria,AUT,2021-04-14,18.07,
Austria,AUT,2021-04-15,18.67,
Austria,AUT,2021-04-16,19.24,
Austria,AUT,2021-04-17,19.64,
Austria,AUT,2021-04-18,19.8,
Austria,AUT,2021-04-19,20.08,
Austria,AUT,2021-04-20,20.44,
Austria,AUT,2021-04-21,21.01,
Austria,AUT,2021-04-22,21.67,
Austria,AUT,2021-04-23,22.3,
Austria,AUT,2021-04-24,22.67,
Austria,AUT,2021-04-25,22.96,
Austria,AUT,2021-04-26,23.26,
Austria,AUT,2021-04-27,23.66,
Austria,AUT,2021-04-28,24.14,
Austria,AUT,2021-04-29,24.81,
Austria,AUT,2021-04-30,25.53,
Austria,AUT,2021-05-01,25.91,
Austria,AUT,2021-05-02,26.08,
Austria,AUT,2021-05-03,26.27,
Austria,AUT,2021-05-04,26.71,
Austria,AUT,2021-05-05,27.35,
Austria,AUT,2021-05-06,28.18,
Austria,AUT,2021-05-07,29.06,
Azerbaijan,AZE,2021-01-17,0,
Azerbaijan,AZE,2021-02-06,0.64,
Azerbaijan,AZE,2021-03-01,2.89,
Azerbaijan,AZE,2021-03-03,3.33,
Azerbaijan,AZE,2021-03-09,4.06,
Azerbaijan,AZE,2021-03-10,4.23,
Azerbaijan,AZE,2021-03-11,4.31,
Azerbaijan,AZE,2021-03-12,4.38,
Azerbaijan,AZE,2021-03-13,4.44,
Azerbaijan,AZE,2021-03-14,4.47,
Azerbaijan,AZE,2021-03-20,4.76,
Azerbaijan,AZE,2021-03-26,5.03,
Azerbaijan,AZE,2021-04-01,5.51,
Azerbaijan,AZE,2021-04-02,5.62,
Azerbaijan,AZE,2021-04-03,5.74,
Azerbaijan,AZE,2021-04-04,5.83,
Azerbaijan,AZE,2021-04-05,5.83,
Azerbaijan,AZE,2021-04-06,6.03,
Azerbaijan,AZE,2021-04-07,6.31,
Azerbaijan,AZE,2021-04-08,6.63,
Azerbaijan,AZE,2021-04-09,6.97,
Azerbaijan,AZE,2021-04-10,7.29,
Azerbaijan,AZE,2021-04-11,7.48,
Azerbaijan,AZE,2021-04-12,7.48,
Azerbaijan,AZE,2021-04-13,7.76,
Azerbaijan,AZE,2021-04-14,8.02,
Azerbaijan,AZE,2021-04-15,8.26,
Azerbaijan,AZE,2021-04-16,8.48,
Azerbaijan,AZE,2021-04-17,8.67,
Azerbaijan,AZE,2021-04-18,8.77,
Azerbaijan,AZE,2021-04-19,8.77,
Azerbaijan,AZE,2021-04-20,8.87,
Azerbaijan,AZE,2021-04-21,8.96,
Azerbaijan,AZE,2021-04-22,9.05,
Azerbaijan,AZE,2021-04-23,9.13,
Azerbaijan,AZE,2021-04-24,9.22,
Azerbaijan,AZE,2021-04-25,9.26,
Azerbaijan,AZE,2021-04-26,9.27,
Azerbaijan,AZE,2021-04-27,9.34,
Azerbaijan,AZE,2021-04-28,9.4,
Azerbaijan,AZE,2021-04-29,9.47,
Azerbaijan,AZE,2021-04-30,9.53,
Azerbaijan,AZE,2021-05-01,9.58,
Azerbaijan,AZE,2021-05-02,9.62,
Azerbaijan,AZE,2021-05-04,9.67,
Azerbaijan,AZE,2021-05-05,9.74,
Azerbaijan,AZE,2021-05-06,9.79,
Azerbaijan,AZE,2021-05-07,9.83,
Bahamas,BHS,2021-03-13,0,
Bahamas,BHS,2021-03-14,0.03,
Bahamas,BHS,2021-03-21,0.38,
Bahamas,BHS,2021-03-28,1.78,
Bahamas,BHS,2021-04-07,2.54,
Bahamas,BHS,2021-04-11,3.81,
Bahamas,BHS,2021-04-20,5.57,
Bahamas,BHS,2021-04-27,6.53,
Bahrain,BHR,2020-12-23,2.29,
Bahrain,BHR,2020-12-24,2.94,
Bahrain,BHR,2020-12-25,2.97,
Bahrain,BHR,2020-12-26,3.03,
Bahrain,BHR,2020-12-27,3.15,
Bahrain,BHR,2020-12-28,3.23,
Bahrain,BHR,2020-12-29,3.29,
Bahrain,BHR,2020-12-30,3.37,
Bahrain,BHR,2020-12-31,3.45,
Bahrain,BHR,2021-01-01,3.49,
Bahrain,BHR,2021-01-02,3.53,
Bahrain,BHR,2021-01-03,3.57,
Bahrain,BHR,2021-01-04,3.62,
Bahrain,BHR,2021-01-05,3.75,
Bahrain,BHR,2021-01-06,4.02,
Bahrain,BHR,2021-01-07,4.25,
Bahrain,BHR,2021-01-08,4.6,
Bahrain,BHR,2021-01-09,4.95,
Bahrain,BHR,2021-01-10,5.25,
Bahrain,BHR,2021-01-11,5.44,
Bahrain,BHR,2021-01-12,5.75,
Bahrain,BHR,2021-01-13,5.96,
Bahrain,BHR,2021-01-14,6.44,
Bahrain,BHR,2021-01-15,7.22,
Bahrain,BHR,2021-01-16,8.06,
Bahrain,BHR,2021-01-17,8.32,
Bahrain,BHR,2021-01-18,8.39,
Bahrain,BHR,2021-01-19,8.44,
Bahrain,BHR,2021-01-20,8.47,
Bahrain,BHR,2021-01-26,9.75,
Bahrain,BHR,2021-01-27,9.86,
Bahrain,BHR,2021-01-28,9.96,
Bahrain,BHR,2021-01-29,9.98,
Bahrain,BHR,2021-01-30,10.02,
Bahrain,BHR,2021-01-31,10.08,
Bahrain,BHR,2021-02-01,10.16,
Bahrain,BHR,2021-02-02,10.23,
Bahrain,BHR,2021-02-03,10.29,
Bahrain,BHR,2021-02-04,10.42,
Bahrain,BHR,2021-02-05,10.55,
Bahrain,BHR,2021-02-06,10.73,
Bahrain,BHR,2021-02-07,11.25,
Bahrain,BHR,2021-02-08,11.82,
Bahrain,BHR,2021-02-09,12.51,
Bahrain,BHR,2021-02-10,12.91,
Bahrain,BHR,2021-02-11,13.22,
Bahrain,BHR,2021-02-12,13.67,
Bahrain,BHR,2021-02-13,14.24,
Bahrain,BHR,2021-02-14,14.62,
Bahrain,BHR,2021-02-15,14.75,
Bahrain,BHR,2021-02-16,14.87,
Bahrain,BHR,2021-02-17,15.14,
Bahrain,BHR,2021-02-18,15.48,
Bahrain,BHR,2021-02-19,15.77,
